metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M)
0.026211539188107844,0.005714285714285714,0.0015339700728898684,0.0005819456601456066,0.026211539188107844,0.005714285714285714,0.0019246484781555938,0.0006312100251609401
